Year,Region,Region code,Country,Country code,Data category,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readability,Non-proprietary,Download options,Metadata availability,Terms of use,Openness subscore,Overall score
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Crime and justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Poverty and income,100,50,0,0,0,30,50,100,50,50,0,50,40
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Social statistics subscore,55,35,25,20,0,27.6,70,90,55,45,0,52,39.9
2024,South-Eastern Asia,ASE,Lao PDR,LAO,National accounts,50,50,50,0,-,37.5,100,100,50,50,0,60,50
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Labor,100,0,0,50,0,30,50,100,50,50,0,50,40
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Price indexes,50,50,50,0,-,37.5,100,100,100,50,0,70,55.6
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Government finance,100,50,50,0,-,50,50,100,0,50,0,40,44.4
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Money and banking,100,100,50,-,-,83.3,100,100,100,50,0,70,75
2024,South-Eastern Asia,ASE,Lao PDR,LAO,International trade,50,50,50,-,-,50,100,100,100,50,0,70,62.5
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Balance of payments,100,100,50,-,-,83.3,50,100,50,50,0,50,62.5
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Economic and financial statistics subscore,78.6,57.1,42.9,12.5,0,50,78.6,100,64.3,50,0,58.6,54.9
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Agriculture and land use,50,50,50,50,0,40,100,100,50,50,0,60,50
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Resource use,50,50,50,50,-,50,100,100,100,50,0,70,61.1
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Energy,50,50,0,-,-,33.3,0,100,50,0,0,30,31.2
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Pollution,50,50,0,-,-,33.3,0,100,50,50,0,40,37.5
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Built environment,100,50,0,100,0,50,0,100,0,50,0,30,40
2024,South-Eastern Asia,ASE,Lao PDR,LAO,Environment subscore,60,50,20,66.7,0,42.5,40,100,50,40,0,46,44.4
2024,South-Eastern Asia,ASE,Lao PDR,LAO,All categories,64.5,47.4,29.3,30.9,0,38.9,62.9,96.7,56.4,45,0,52.2,46.1
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Population and vital statistics,100,100,50,0,-,62.5,100,100,50,0,50,60,61.1
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Education facilities,50,50,50,0,-,37.5,100,100,100,0,50,70,55.6
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Education outcomes,50,50,50,0,-,37.5,100,50,0,0,50,40,38.9
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Health facilities,50,50,50,0,-,37.5,100,100,100,0,50,70,55.6
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Health outcomes,50,50,50,0,-,37.5,100,50,0,0,50,40,38.9
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Reproductive health,50,50,50,0,-,37.5,100,50,50,0,50,50,44.4
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Food security and nutrition,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Gender statistics,50,50,50,0,-,37.5,100,50,0,0,50,40,38.9
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Crime and justice,50,50,50,0,-,37.5,100,100,50,0,50,60,50
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Poverty and income,50,50,0,0,-,25,100,100,50,100,50,80,55.6
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Social statistics subscore,50,50,40,0,-,35.9,90,70,40,10,45,51,44.4
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,National accounts,100,100,100,-,-,100,100,100,100,0,50,70,81.2
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Labor,100,100,100,0,-,75,100,100,50,0,50,60,66.7
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Price indexes,50,50,50,-,-,50,100,100,100,0,50,70,62.5
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Government finance,100,100,100,-,-,100,100,100,100,0,50,70,81.2
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Money and banking,100,100,100,-,-,100,100,100,50,0,50,60,75
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,International trade,100,100,100,-,-,100,100,100,50,0,50,60,75
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Balance of payments,100,100,100,-,-,100,100,100,50,0,50,60,75
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Economic and financial statistics subscore,92.9,92.9,92.9,0,-,88.6,100,100,71.4,0,50,64.3,73.7
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Agriculture and land use,0,0,0,0,-,0,0,0,0,0,0,0,0
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Resource use,50,50,50,-,-,50,100,100,0,50,50,60,56.2
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Energy,50,50,50,-,-,50,100,100,50,50,50,70,62.5
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Pollution,50,50,50,-,-,50,100,100,0,50,50,60,56.2
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Built environment,0,0,0,0,-,0,100,100,50,0,50,60,33.3
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,Environment subscore,30,30,30,0,-,26.5,80,80,20,30,40,50,40.5
2024,Eastern Asia,ASF,"Macao SAR, China",MAC,All categories,57.6,57.6,54.3,0,-,48.7,90,83.3,43.8,13.3,45,55.1,52.5
2024,South-Eastern Asia,ASE,Malaysia,MYS,Population and vital statistics,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Malaysia,MYS,Education facilities,100,100,100,50,0,70,100,100,50,50,100,80,75
2024,South-Eastern Asia,ASE,Malaysia,MYS,Education outcomes,100,100,100,100,50,90,100,100,100,100,100,100,95
2024,South-Eastern Asia,ASE,Malaysia,MYS,Health facilities,100,100,100,50,100,90,100,100,100,100,100,100,95
2024,South-Eastern Asia,ASE,Malaysia,MYS,Health outcomes,50,50,50,50,0,40,100,100,50,100,100,90,65
2024,South-Eastern Asia,ASE,Malaysia,MYS,Reproductive health,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,South-Eastern Asia,ASE,Malaysia,MYS,Food security and nutrition,100,50,0,0,-,37.5,100,100,100,100,100,100,72.2
2024,South-Eastern Asia,ASE,Malaysia,MYS,Gender statistics,50,50,50,50,0,40,100,100,100,100,100,100,70
2024,South-Eastern Asia,ASE,Malaysia,MYS,Crime and justice,50,50,50,50,50,50,100,100,100,100,100,100,75
2024,South-Eastern Asia,ASE,Malaysia,MYS,Poverty and income,100,50,50,100,100,80,100,100,100,100,100,100,90
2024,South-Eastern Asia,ASE,Malaysia,MYS,Social statistics subscore,85,75,70,65,44.4,68.4,100,100,90,95,100,97,82.8
2024,South-Eastern Asia,ASE,Malaysia,MYS,National accounts,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,South-Eastern Asia,ASE,Malaysia,MYS,Labor,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,South-Eastern Asia,ASE,Malaysia,MYS,Price indexes,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,South-Eastern Asia,ASE,Malaysia,MYS,Government finance,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,South-Eastern Asia,ASE,Malaysia,MYS,Money and banking,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Malaysia,MYS,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Malaysia,MYS,Balance of payments,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Malaysia,MYS,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Malaysia,MYS,Economic and financial statistics subscore,100,100,100,50,0,88.5,100,100,100,100,100,100,95.1
2024,South-Eastern Asia,ASE,Malaysia,MYS,Agriculture and land use,100,100,100,100,100,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Malaysia,MYS,Resource use,100,100,100,100,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Malaysia,MYS,Energy,50,50,50,-,-,50,100,100,100,100,100,100,81.2
2024,South-Eastern Asia,ASE,Malaysia,MYS,Pollution,50,50,50,-,-,50,100,100,100,100,100,100,81.2
2024,South-Eastern Asia,ASE,Malaysia,MYS,Built environment,100,100,100,100,50,90,100,100,100,100,100,100,95
2024,South-Eastern Asia,ASE,Malaysia,MYS,Environment subscore,80,80,80,100,75,82.5,100,100,100,100,100,100,92.2
2024,South-Eastern Asia,ASE,Malaysia,MYS,All categories,88.3,85,83.3,70.7,48.5,78.8,100,100,96.7,98.3,100,99,89.8
2024,Eastern Asia,ASF,Mongolia,MNG,Population and vital statistics,100,100,100,100,100,100,100,100,100,50,100,90,95
2024,Eastern Asia,ASF,Mongolia,MNG,Education facilities,100,50,50,0,0,40,50,100,50,50,50,60,50
2024,Eastern Asia,ASF,Mongolia,MNG,Education outcomes,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,Eastern Asia,ASF,Mongolia,MNG,Health facilities,50,50,50,50,0,40,100,100,100,100,100,100,70
2024,Eastern Asia,ASF,Mongolia,MNG,Health outcomes,50,50,50,50,50,50,50,100,50,50,50,60,55
2024,Eastern Asia,ASF,Mongolia,MNG,Reproductive health,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Eastern Asia,ASF,Mongolia,MNG,Food security and nutrition,50,0,0,0,-,12.5,100,100,50,50,0,60,38.9
2024,Eastern Asia,ASF,Mongolia,MNG,Gender statistics,100,100,100,100,50,90,100,100,50,50,100,80,85
2024,Eastern Asia,ASF,Mongolia,MNG,Crime and justice,100,100,100,50,50,80,100,100,100,50,100,90,85
2024,Eastern Asia,ASF,Mongolia,MNG,Poverty and income,100,50,50,100,0,60,100,100,50,50,100,80,70
2024,Eastern Asia,ASF,Mongolia,MNG,Social statistics subscore,80,65,65,60,27.8,60.2,90,100,70,60,80,80,70.2
2024,Eastern Asia,ASF,Mongolia,MNG,National accounts,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Eastern Asia,ASF,Mongolia,MNG,Labor,100,100,100,100,0,80,100,100,100,100,100,100,90
2024,Eastern Asia,ASF,Mongolia,MNG,Price indexes,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,Eastern Asia,ASF,Mongolia,MNG,Government finance,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,Eastern Asia,ASF,Mongolia,MNG,Money and banking,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Asia,ASF,Mongolia,MNG,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,Eastern Asia,ASF,Mongolia,MNG,Balance of payments,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Asia,ASF,Mongolia,MNG,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,Eastern Asia,ASF,Mongolia,MNG,Economic and financial statistics subscore,100,100,100,37.5,0,86.5,100,100,100,85.7,100,97.1,92.6
2024,Eastern Asia,ASF,Mongolia,MNG,Agriculture and land use,100,100,100,100,100,100,100,100,100,50,100,90,95
2024,Eastern Asia,ASF,Mongolia,MNG,Resource use,100,100,50,50,-,75,100,100,100,50,100,90,83.3
2024,Eastern Asia,ASF,Mongolia,MNG,Energy,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,Eastern Asia,ASF,Mongolia,MNG,Pollution,100,50,100,-,-,83.3,100,100,100,100,100,100,93.8
2024,Eastern Asia,ASF,Mongolia,MNG,Built environment,100,50,50,100,100,80,100,100,50,50,100,80,80
2024,Eastern Asia,ASF,Mongolia,MNG,Environment subscore,100,80,80,83.3,100,87.5,100,100,90,60,100,90,88.9
2024,Eastern Asia,ASF,Mongolia,MNG,All categories,93.3,81.7,81.7,60.5,45.1,76.6,96.7,100,86.7,68.6,93.3,89,83.4
2024,South-Eastern Asia,ASE,Myanmar,MMR,Population and vital statistics,50,50,50,0,0,30,100,100,100,50,0,70,50
2024,South-Eastern Asia,ASE,Myanmar,MMR,Education facilities,50,50,50,50,0,40,100,100,50,50,0,60,50
2024,South-Eastern Asia,ASE,Myanmar,MMR,Education outcomes,50,50,50,50,0,40,100,100,100,100,0,80,60
2024,South-Eastern Asia,ASE,Myanmar,MMR,Health facilities,100,50,50,50,0,50,100,100,50,50,0,60,55
2024,South-Eastern Asia,ASE,Myanmar,MMR,Health outcomes,50,50,50,0,0,30,100,100,100,100,0,80,55
2024,South-Eastern Asia,ASE,Myanmar,MMR,Reproductive health,100,50,100,50,0,60,100,100,50,100,0,70,65
2024,South-Eastern Asia,ASE,Myanmar,MMR,Food security and nutrition,100,0,0,100,-,50,0,100,50,100,0,50,50
2024,South-Eastern Asia,ASE,Myanmar,MMR,Gender statistics,100,50,50,50,0,50,50,100,50,100,0,60,55
2024,South-Eastern Asia,ASE,Myanmar,MMR,Crime and justice,50,50,50,50,0,40,100,100,100,50,0,70,55
2024,South-Eastern Asia,ASE,Myanmar,MMR,Poverty and income,100,50,0,100,0,50,50,100,50,50,0,50,50
2024,South-Eastern Asia,ASE,Myanmar,MMR,Social statistics subscore,75,45,45,50,0,43.9,80,100,70,75,0,65,54.5
2024,South-Eastern Asia,ASE,Myanmar,MMR,National accounts,50,50,50,0,-,37.5,100,100,100,50,0,70,55.6
2024,South-Eastern Asia,ASE,Myanmar,MMR,Labor,50,50,50,50,0,40,50,100,50,100,0,60,50
2024,South-Eastern Asia,ASE,Myanmar,MMR,Price indexes,50,50,50,0,-,37.5,100,100,100,50,0,70,55.6
2024,South-Eastern Asia,ASE,Myanmar,MMR,Government finance,100,50,100,0,-,62.5,100,100,100,50,0,70,66.7
2024,South-Eastern Asia,ASE,Myanmar,MMR,Money and banking,100,100,100,-,-,100,100,100,100,50,0,70,81.2
2024,South-Eastern Asia,ASE,Myanmar,MMR,International trade,100,50,100,-,-,83.3,100,100,100,50,0,70,75
2024,South-Eastern Asia,ASE,Myanmar,MMR,Balance of payments,100,100,100,-,-,100,100,100,50,50,0,60,75
2024,South-Eastern Asia,ASE,Myanmar,MMR,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Myanmar,MMR,Economic and financial statistics subscore,78.6,64.3,78.6,12.5,0,61.5,92.9,100,85.7,57.1,0,67.1,64.8
2024,South-Eastern Asia,ASE,Myanmar,MMR,Agriculture and land use,100,50,100,50,0,60,100,100,100,50,0,70,65
2024,South-Eastern Asia,ASE,Myanmar,MMR,Resource use,100,50,100,50,-,75,100,100,100,50,0,70,72.2
2024,South-Eastern Asia,ASE,Myanmar,MMR,Energy,50,50,50,-,-,50,100,100,100,50,0,70,62.5
2024,South-Eastern Asia,ASE,Myanmar,MMR,Pollution,0,0,0,-,-,0,0,0,0,0,0,0,0
2024,South-Eastern Asia,ASE,Myanmar,MMR,Built environment,100,50,50,100,0,60,50,100,50,50,0,50,55
2024,South-Eastern Asia,ASE,Myanmar,MMR,Environment subscore,70,40,60,66.7,0,52.5,70,80,70,40,0,52,52.2
2024,South-Eastern Asia,ASE,Myanmar,MMR,All categories,74.5,49.8,61.2,44.7,0,51.8,81,93.3,75.2,57.4,0,61.4,57
2024,South-Eastern Asia,ASE,Philippines,PHL,Population and vital statistics,100,100,50,100,100,90,100,100,50,50,100,80,85
2024,South-Eastern Asia,ASE,Philippines,PHL,Education facilities,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,South-Eastern Asia,ASE,Philippines,PHL,Education outcomes,100,50,50,50,0,50,100,100,50,50,100,80,65
2024,South-Eastern Asia,ASE,Philippines,PHL,Health facilities,100,100,100,50,0,70,100,100,50,50,100,80,75
2024,South-Eastern Asia,ASE,Philippines,PHL,Health outcomes,50,50,50,50,0,40,50,100,50,50,100,70,55
2024,South-Eastern Asia,ASE,Philippines,PHL,Reproductive health,100,50,50,100,0,60,50,100,50,50,100,70,65
2024,South-Eastern Asia,ASE,Philippines,PHL,Food security and nutrition,100,50,50,0,-,50,100,100,0,50,100,70,61.1
2024,South-Eastern Asia,ASE,Philippines,PHL,Gender statistics,100,50,50,50,50,60,50,100,50,50,100,70,65
2024,South-Eastern Asia,ASE,Philippines,PHL,Crime and justice,50,50,50,50,0,40,100,100,50,50,100,80,60
2024,South-Eastern Asia,ASE,Philippines,PHL,Poverty and income,100,50,50,100,100,80,100,100,50,50,100,80,80
2024,South-Eastern Asia,ASE,Philippines,PHL,Social statistics subscore,85,60,55,60,27.8,58.2,85,100,45,50,100,76,67.2
2024,South-Eastern Asia,ASE,Philippines,PHL,National accounts,100,100,100,100,-,100,100,100,100,50,100,90,94.4
2024,South-Eastern Asia,ASE,Philippines,PHL,Labor,100,100,50,50,0,60,100,100,50,50,100,80,70
2024,South-Eastern Asia,ASE,Philippines,PHL,Price indexes,100,100,100,50,-,87.5,100,100,50,50,100,80,83.3
2024,South-Eastern Asia,ASE,Philippines,PHL,Government finance,100,100,100,0,-,75,100,100,50,50,100,80,77.8
2024,South-Eastern Asia,ASE,Philippines,PHL,Money and banking,100,100,100,-,-,100,50,100,50,50,50,60,75
2024,South-Eastern Asia,ASE,Philippines,PHL,International trade,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,South-Eastern Asia,ASE,Philippines,PHL,Balance of payments,100,100,50,-,-,83.3,100,50,50,50,100,70,75
2024,South-Eastern Asia,ASE,Philippines,PHL,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Philippines,PHL,Economic and financial statistics subscore,100,100,85.7,50,0,84.6,92.9,92.9,64.3,50,92.9,78.6,81.2
2024,South-Eastern Asia,ASE,Philippines,PHL,Agriculture and land use,100,100,100,50,100,90,100,100,50,50,100,80,85
2024,South-Eastern Asia,ASE,Philippines,PHL,Resource use,100,50,100,50,-,75,100,100,100,100,100,100,88.9
2024,South-Eastern Asia,ASE,Philippines,PHL,Energy,50,50,50,-,-,50,100,100,50,50,100,80,68.8
2024,South-Eastern Asia,ASE,Philippines,PHL,Pollution,50,50,50,-,-,50,100,100,50,50,100,80,68.8
2024,South-Eastern Asia,ASE,Philippines,PHL,Built environment,100,100,50,50,0,60,50,100,50,50,100,70,65
2024,South-Eastern Asia,ASE,Philippines,PHL,Environment subscore,80,70,70,50,50,67.5,90,100,60,60,100,82,75.6
2024,South-Eastern Asia,ASE,Philippines,PHL,All categories,88.3,76.7,70.2,54.6,31.2,68.9,89.3,97.6,56.4,53.3,97.6,78.9,74.3
2024,South-Eastern Asia,ASE,Singapore,SGP,Population and vital statistics,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,South-Eastern Asia,ASE,Singapore,SGP,Education facilities,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,South-Eastern Asia,ASE,Singapore,SGP,Education outcomes,100,100,100,50,-,87.5,100,100,100,50,100,90,88.9
2024,South-Eastern Asia,ASE,Singapore,SGP,Health facilities,100,100,100,100,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Singapore,SGP,Health outcomes,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,South-Eastern Asia,ASE,Singapore,SGP,Reproductive health,100,100,100,0,-,75,100,100,100,100,100,100,88.9
2024,South-Eastern Asia,ASE,Singapore,SGP,Food security and nutrition,50,50,50,-,-,50,100,100,100,100,100,100,81.2
2024,South-Eastern Asia,ASE,Singapore,SGP,Gender statistics,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,South-Eastern Asia,ASE,Singapore,SGP,Crime and justice,100,100,100,0,-,75,100,100,100,50,100,90,83.3
2024,South-Eastern Asia,ASE,Singapore,SGP,Poverty and income,50,50,50,0,-,37.5,100,100,100,100,100,100,72.2
2024,South-Eastern Asia,ASE,Singapore,SGP,Social statistics subscore,90,90,90,27.8,-,75.6,100,100,100,85,100,97,87.6
2024,South-Eastern Asia,ASE,Singapore,SGP,National accounts,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Singapore,SGP,Labor,100,100,100,50,-,87.5,100,100,100,100,100,100,94.4
2024,South-Eastern Asia,ASE,Singapore,SGP,Price indexes,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Singapore,SGP,Government finance,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Singapore,SGP,Money and banking,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,South-Eastern Asia,ASE,Singapore,SGP,International trade,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Singapore,SGP,Balance of payments,100,100,100,-,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Singapore,SGP,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Singapore,SGP,Economic and financial statistics subscore,100,100,100,50,-,97.7,100,100,100,92.9,100,98.6,98.2
2024,South-Eastern Asia,ASE,Singapore,SGP,Agriculture and land use,100,50,50,0,-,50,100,100,100,50,100,90,72.2
2024,South-Eastern Asia,ASE,Singapore,SGP,Resource use,50,50,50,-,-,50,100,100,100,50,100,90,75
2024,South-Eastern Asia,ASE,Singapore,SGP,Energy,100,100,100,-,-,100,100,100,50,50,100,80,87.5
2024,South-Eastern Asia,ASE,Singapore,SGP,Pollution,100,100,100,-,-,100,100,100,100,50,100,90,93.8
2024,South-Eastern Asia,ASE,Singapore,SGP,Built environment,100,100,100,100,-,100,100,100,100,100,100,100,100
2024,South-Eastern Asia,ASE,Singapore,SGP,Environment subscore,90,80,80,50,-,79.4,100,100,90,60,100,90,85.7
2024,South-Eastern Asia,ASE,Singapore,SGP,All categories,93.3,90,90,36.1,-,83.5,100,100,96.7,79.3,100,95.2,90.4
2024,South-Eastern Asia,ASE,Thailand,THA,Population and vital statistics,100,100,100,100,0,80,100,100,50,50,50,70,75
2024,South-Eastern Asia,ASE,Thailand,THA,Education facilities,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,South-Eastern Asia,ASE,Thailand,THA,Education outcomes,50,50,50,50,0,40,50,100,50,50,50,60,50
2024,South-Eastern Asia,ASE,Thailand,THA,Health facilities,50,50,50,50,50,50,50,100,50,50,50,60,55
2024,South-Eastern Asia,ASE,Thailand,THA,Health outcomes,50,50,50,0,0,30,0,100,50,50,50,50,40
2024,South-Eastern Asia,ASE,Thailand,THA,Reproductive health,100,100,50,0,0,50,50,100,50,50,50,60,55
2024,South-Eastern Asia,ASE,Thailand,THA,Food security and nutrition,100,50,0,100,-,62.5,50,100,50,50,50,60,61.1
2024,South-Eastern Asia,ASE,Thailand,THA,Gender statistics,50,50,50,0,0,30,50,100,50,50,50,60,45
2024,South-Eastern Asia,ASE,Thailand,THA,Crime and justice,50,50,50,50,0,40,100,100,50,50,50,70,55
2024,South-Eastern Asia,ASE,Thailand,THA,Poverty and income,100,100,100,100,0,80,100,100,50,50,50,70,75
2024,South-Eastern Asia,ASE,Thailand,THA,Social statistics subscore,70,65,55,50,5.6,50,60,100,50,50,50,62,56.1
2024,South-Eastern Asia,ASE,Thailand,THA,National accounts,100,100,100,0,-,75,100,100,50,50,50,70,72.2
2024,South-Eastern Asia,ASE,Thailand,THA,Labor,100,100,100,100,0,80,100,100,50,50,50,70,75
2024,South-Eastern Asia,ASE,Thailand,THA,Price indexes,100,100,100,50,-,87.5,100,100,100,50,0,70,77.8
2024,South-Eastern Asia,ASE,Thailand,THA,Government finance,100,100,100,0,-,75,100,100,50,50,50,70,72.2
2024,South-Eastern Asia,ASE,Thailand,THA,Money and banking,100,100,100,-,-,100,50,100,50,50,50,60,75
2024,South-Eastern Asia,ASE,Thailand,THA,International trade,50,50,50,-,-,50,100,100,100,50,0,70,62.5
2024,South-Eastern Asia,ASE,Thailand,THA,Balance of payments,100,100,100,-,-,100,100,100,100,100,50,90,93.8
2024,South-Eastern Asia,ASE,Thailand,THA,Digital Connectivity,-,-,-,-,-,-,-,-,-,-,-,-,-
2024,South-Eastern Asia,ASE,Thailand,THA,Economic and financial statistics subscore,92.9,92.9,92.9,37.5,0,80.8,92.9,100,71.4,57.1,35.7,71.4,75.4
2024,South-Eastern Asia,ASE,Thailand,THA,Agriculture and land use,100,100,100,50,0,70,100,50,50,50,50,60,65
2024,South-Eastern Asia,ASE,Thailand,THA,Resource use,100,100,50,50,-,75,50,100,50,50,50,60,66.7
2024,South-Eastern Asia,ASE,Thailand,THA,Energy,50,50,50,-,-,50,100,0,50,50,50,50,50
2024,South-Eastern Asia,ASE,Thailand,THA,Pollution,100,100,50,-,-,83.3,50,100,50,50,50,60,68.8
2024,South-Eastern Asia,ASE,Thailand,THA,Built environment,100,50,50,50,0,50,50,100,50,50,50,60,55
2024,South-Eastern Asia,ASE,Thailand,THA,Environment subscore,90,80,60,50,0,65,70,70,50,50,50,58,61.1
2024,South-Eastern Asia,ASE,Thailand,THA,All categories,84.3,79.3,69.3,46.7,3.5,63.8,74.3,90,57.1,52.4,45.2,63.8,63.8
2024,South-Eastern Asia,ASE,Timor-Leste,TLS,Population and vital statistics,100,50,0,100,100,70,50,50,50,50,0,40,55
2024,South-Eastern Asia,ASE,Timor-Leste,TLS,Education facilities,50,50,50,50,0,40,50,100,50,50,0,50,45
2024,South-Eastern Asia,ASE,Timor-Leste,TLS,Education outcomes,50,50,50,50,0,40,50,100,50,50,0,50,45
2024,South-Eastern Asia,ASE,Timor-Leste,TLS,Health facilities,100,50,50,100,0,60,50,100,50,50,0,50,55
