Year,Region,Region code,Country,Country Code,Data categories,Indicator coverage and disaggregation,Data available last 5 years,Data available last 10 years,First administrative level,Second administrative level,Coverage subscore,Machine readable,Nonproprietary,Download options,Metadata available,Terms of use,Openness subscore,Overall score
2023,Western Asia,ASW,Georgia,GEO,National accounts,100,100,100,0,,75,100,100,100,100,100,100,88.9
2023,Western Asia,ASW,Georgia,GEO,Labor,100,100,100,0,0,60,100,100,50,50,100,80,70
2023,Western Asia,ASW,Georgia,GEO,Price indexes,100,100,100,50,,87.5,100,100,100,100,100,100,94.4
2023,Western Asia,ASW,Georgia,GEO,Government finance,100,100,100,0,,75,100,0,50,0,0,30,50
2023,Western Asia,ASW,Georgia,GEO,Money & banking,100,100,100,,,100,100,100,50,100,0,70,81.3
2023,Western Asia,ASW,Georgia,GEO,International trade,100,100,100,,,100,100,100,100,100,100,100,100
2023,Western Asia,ASW,Georgia,GEO,Balance of payments,100,100,100,,,100,100,100,50,100,0,70,81.3
2023,Western Asia,ASW,Georgia,GEO,Economic & financial statistics subscore,100,100,100,12.5,0,82.7,100,85.7,71.4,78.6,57.1,78.6,80.3
2023,Western Asia,ASW,Georgia,GEO,Agriculture and land use,100,100,100,100,0,80,50,100,50,50,100,70,75
2023,Western Asia,ASW,Georgia,GEO,Resource use,100,100,50,50,,75,50,100,50,50,100,70,72.2
2023,Western Asia,ASW,Georgia,GEO,Energy,100,100,100,,,100,50,100,50,50,100,70,81.3
2023,Western Asia,ASW,Georgia,GEO,Pollution,50,50,50,0,,37.5,0,100,0,50,100,50,44.4
2023,Western Asia,ASW,Georgia,GEO,Built environment,100,50,50,50,0,50,100,50,50,50,100,70,60
2023,Western Asia,ASW,Georgia,GEO,Environment subscore,90,80,70,50,0,66.7,50,90,40,50,100,66,66.3
2023,Western Asia,ASW,Georgia,GEO,All Categories,90,80,76.7,26.2,0,62.6,80,91.9,63.8,59.5,84,75.9,69.7
2023,Western Asia,ASW,Iraq,IRQ,Population & vital statistics,100,100,100,50,50,80,0,100,0,50,100,50,65
2023,Western Asia,ASW,Iraq,IRQ,Education facilities,50,50,50,50,0,40,0,100,0,50,100,50,45
2023,Western Asia,ASW,Iraq,IRQ,Education outcomes,50,50,50,50,0,40,50,100,0,50,100,60,50
2023,Western Asia,ASW,Iraq,IRQ,Health facilities,50,50,50,50,0,40,0,100,0,50,100,50,45
2023,Western Asia,ASW,Iraq,IRQ,Health outcomes,50,50,50,0,0,30,50,100,50,50,50,60,45
2023,Western Asia,ASW,Iraq,IRQ,Reproductive health,100,50,50,0,0,40,50,100,50,50,50,60,50
2023,Western Asia,ASW,Iraq,IRQ,Food security & nutrition,100,50,0,0,,37.5,0,100,50,50,100,60,50
2023,Western Asia,ASW,Iraq,IRQ,Gender statistics,50,50,0,50,0,30,0,100,50,50,100,60,45
2023,Western Asia,ASW,Iraq,IRQ,Crime & justice,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Iraq,IRQ,Poverty & income,50,50,50,0,0,30,100,100,100,50,0,70,50
2023,Western Asia,ASW,Iraq,IRQ,Social statistics subscore,60,50,40,25,5.6,36.7,25,90,30,45,70,52,44.4
2023,Western Asia,ASW,Iraq,IRQ,National accounts,100,100,100,0,,75,0,100,50,50,100,60,66.7
2023,Western Asia,ASW,Iraq,IRQ,Labor,50,0,0,50,0,20,0,100,50,0,100,50,35
2023,Western Asia,ASW,Iraq,IRQ,Price indexes,50,50,50,0,,37.5,100,100,0,0,0,40,38.9
2023,Western Asia,ASW,Iraq,IRQ,Government finance,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Iraq,IRQ,Money & banking,100,100,100,,,100,100,100,0,0,0,40,62.5
2023,Western Asia,ASW,Iraq,IRQ,International trade,50,50,50,,,50,0,100,0,50,100,50,50
2023,Western Asia,ASW,Iraq,IRQ,Balance of payments,100,0,0,,,33.3,0,100,50,50,100,60,50
2023,Western Asia,ASW,Iraq,IRQ,Economic & financial statistics subscore,64.3,42.9,42.9,12.5,0,42.3,28.6,85.7,21.4,21.4,57.1,42.9,42.6
2023,Western Asia,ASW,Iraq,IRQ,Agriculture and land use,50,50,50,50,0,40,50,100,0,50,100,60,50
2023,Western Asia,ASW,Iraq,IRQ,Resource use,100,50,50,0,,50,0,100,50,50,100,60,55.6
2023,Western Asia,ASW,Iraq,IRQ,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Iraq,IRQ,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Iraq,IRQ,Built environment,100,50,0,50,0,40,0,100,50,50,100,60,50
2023,Western Asia,ASW,Iraq,IRQ,Environment subscore,50,30,20,25,0,28.6,10,60,20,30,60,36,32.6
2023,Western Asia,ASW,Iraq,IRQ,All Categories,58.1,41,34.3,22,3.5,35.7,21.2,78.6,23.8,32.1,62.4,43.6,40
2023,Western Asia,ASW,Israel,ISR,Population & vital statistics,100,100,100,50,50,80,100,50,50,50,50,60,70
2023,Western Asia,ASW,Israel,ISR,Education facilities,100,100,100,50,0,70,100,100,50,50,50,70,70
2023,Western Asia,ASW,Israel,ISR,Education outcomes,100,50,50,0,0,40,100,100,50,50,50,70,55
2023,Western Asia,ASW,Israel,ISR,Health facilities,100,100,100,0,0,60,100,100,50,50,50,70,65
2023,Western Asia,ASW,Israel,ISR,Health outcomes,100,50,100,0,0,50,100,100,100,50,50,80,65
2023,Western Asia,ASW,Israel,ISR,Reproductive health,100,50,50,0,0,40,100,100,50,50,50,70,55
2023,Western Asia,ASW,Israel,ISR,Food security & nutrition,50,50,0,0,,25,100,100,50,100,50,80,55.6
2023,Western Asia,ASW,Israel,ISR,Gender statistics,100,100,100,50,0,70,100,100,50,50,50,70,70
2023,Western Asia,ASW,Israel,ISR,Crime & justice,100,50,50,0,0,40,100,100,50,50,50,70,55
2023,Western Asia,ASW,Israel,ISR,Poverty & income,100,50,50,0,0,40,100,100,50,50,50,70,55
2023,Western Asia,ASW,Israel,ISR,Social statistics subscore,95,70,70,15,5.6,52,100,95,55,55,50,71,61.6
2023,Western Asia,ASW,Israel,ISR,National accounts,50,50,50,0,,37.5,100,100,100,50,50,80,61.1
2023,Western Asia,ASW,Israel,ISR,Labor,100,100,100,0,0,60,100,100,50,100,50,80,70
2023,Western Asia,ASW,Israel,ISR,Price indexes,100,100,100,0,,75,100,100,50,50,50,70,72.2
2023,Western Asia,ASW,Israel,ISR,Government finance,100,100,100,0,,75,100,100,50,100,50,80,77.8
2023,Western Asia,ASW,Israel,ISR,Money & banking,100,100,50,,,83.3,100,0,50,50,0,40,56.3
2023,Western Asia,ASW,Israel,ISR,International trade,50,50,50,,,50,100,100,50,100,50,80,68.8
2023,Western Asia,ASW,Israel,ISR,Balance of payments,100,100,100,,,100,100,100,100,50,50,80,87.5
2023,Western Asia,ASW,Israel,ISR,Economic & financial statistics subscore,85.7,85.7,78.6,0,0,67.3,100,85.7,64.3,71.4,42.9,72.9,70.5
2023,Western Asia,ASW,Israel,ISR,Agriculture and land use,50,50,50,50,0,40,100,100,50,100,50,80,60
2023,Western Asia,ASW,Israel,ISR,Resource use,100,50,50,0,,50,100,100,50,50,50,70,61.1
2023,Western Asia,ASW,Israel,ISR,Energy,100,50,100,,,83.3,100,100,50,100,50,80,81.3
2023,Western Asia,ASW,Israel,ISR,Pollution,100,100,100,0,,75,100,100,50,100,50,80,77.8
2023,Western Asia,ASW,Israel,ISR,Built environment,0,0,0,0,0,0,100,100,50,50,50,70,35
2023,Western Asia,ASW,Israel,ISR,Environment subscore,70,50,60,12.5,0,45.2,100,100,50,80,50,76,62
2023,Western Asia,ASW,Israel,ISR,All Categories,83.6,68.6,69.5,10.5,3.5,54.2,100,93.6,56.4,68.8,47.6,73.3,64.5
2023,Western Asia,ASW,Jordan,JOR,Population & vital statistics,100,100,100,50,0,70,100,100,100,50,100,90,80
2023,Western Asia,ASW,Jordan,JOR,Education facilities,100,100,100,50,50,80,50,50,0,50,50,40,60
2023,Western Asia,ASW,Jordan,JOR,Education outcomes,50,50,50,50,50,50,50,100,50,50,50,60,55
2023,Western Asia,ASW,Jordan,JOR,Health facilities,100,100,100,50,0,70,50,100,50,50,50,60,65
2023,Western Asia,ASW,Jordan,JOR,Health outcomes,50,50,50,0,0,30,100,100,100,50,100,90,60
2023,Western Asia,ASW,Jordan,JOR,Reproductive health,100,50,100,50,0,60,50,100,50,50,100,70,65
2023,Western Asia,ASW,Jordan,JOR,Food security & nutrition,100,0,0,0,,25,0,100,50,50,100,60,44.4
2023,Western Asia,ASW,Jordan,JOR,Gender statistics,100,50,50,50,0,50,100,100,100,50,100,90,70
2023,Western Asia,ASW,Jordan,JOR,Crime & justice,50,50,50,0,0,30,50,100,50,50,100,70,50
2023,Western Asia,ASW,Jordan,JOR,Poverty & income,50,50,0,0,0,20,0,100,0,50,100,50,35
2023,Western Asia,ASW,Jordan,JOR,Social statistics subscore,80,60,60,30,11.1,49,55,95,55,50,85,68,58.6
2023,Western Asia,ASW,Jordan,JOR,National accounts,50,50,50,0,,37.5,100,100,50,50,100,80,61.1
2023,Western Asia,ASW,Jordan,JOR,Labor,100,100,50,100,0,70,100,100,100,50,100,90,80
2023,Western Asia,ASW,Jordan,JOR,Price indexes,100,100,100,0,,75,100,100,100,50,100,90,83.3
2023,Western Asia,ASW,Jordan,JOR,Government finance,100,100,100,0,,75,0,100,0,50,0,30,50
2023,Western Asia,ASW,Jordan,JOR,Money & banking,100,100,100,,,100,100,100,50,50,0,60,75
2023,Western Asia,ASW,Jordan,JOR,International trade,100,100,100,,,100,100,100,100,100,100,100,100
2023,Western Asia,ASW,Jordan,JOR,Balance of payments,100,100,100,,,100,100,100,0,50,0,50,68.8
2023,Western Asia,ASW,Jordan,JOR,Economic & financial statistics subscore,92.9,92.9,85.7,25,0,76.9,85.7,100,57.1,57.1,57.1,71.4,73.8
2023,Western Asia,ASW,Jordan,JOR,Agriculture and land use,100,100,100,50,0,70,100,100,50,50,100,80,75
2023,Western Asia,ASW,Jordan,JOR,Resource use,100,50,50,50,,62.5,100,100,100,50,100,90,77.8
2023,Western Asia,ASW,Jordan,JOR,Energy,50,50,50,,,50,100,100,50,50,100,80,68.8
2023,Western Asia,ASW,Jordan,JOR,Pollution,100,50,100,50,,75,50,100,50,50,100,70,72.2
2023,Western Asia,ASW,Jordan,JOR,Built environment,100,50,50,0,0,40,0,100,50,50,50,50,45
2023,Western Asia,ASW,Jordan,JOR,Environment subscore,90,60,70,37.5,0,59.5,70,100,60,50,90,74,67.4
2023,Western Asia,ASW,Jordan,JOR,All Categories,87.6,71,71.9,31.3,6.9,60.5,70.2,98.3,57.4,52.4,77.4,71.1,66.3
2023,Western Asia,ASW,Kuwait,KWT,Population & vital statistics,100,100,100,50,0,70,100,100,0,50,0,50,60
2023,Western Asia,ASW,Kuwait,KWT,Education facilities,50,50,50,50,0,40,50,100,0,50,0,40,40
2023,Western Asia,ASW,Kuwait,KWT,Education outcomes,50,50,50,50,0,40,50,100,0,50,0,40,40
2023,Western Asia,ASW,Kuwait,KWT,Health facilities,100,100,100,0,0,60,50,100,0,50,0,40,50
2023,Western Asia,ASW,Kuwait,KWT,Health outcomes,50,50,50,0,0,30,100,100,50,50,0,60,45
2023,Western Asia,ASW,Kuwait,KWT,Reproductive health,100,50,50,0,0,40,100,100,50,50,0,60,50
2023,Western Asia,ASW,Kuwait,KWT,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Kuwait,KWT,Gender statistics,50,50,50,0,0,30,50,100,0,50,0,40,35
2023,Western Asia,ASW,Kuwait,KWT,Crime & justice,50,50,50,0,0,30,50,100,0,50,0,40,35
2023,Western Asia,ASW,Kuwait,KWT,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Kuwait,KWT,Social statistics subscore,55,50,50,15,0,34.7,55,80,10,40,0,37,35.9
2023,Western Asia,ASW,Kuwait,KWT,National accounts,100,100,100,0,,75,100,100,0,50,0,50,61.1
2023,Western Asia,ASW,Kuwait,KWT,Labor,100,0,100,0,0,40,50,100,0,50,0,40,40
2023,Western Asia,ASW,Kuwait,KWT,Price indexes,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Western Asia,ASW,Kuwait,KWT,Government finance,100,0,50,0,,37.5,100,100,50,50,0,60,50
2023,Western Asia,ASW,Kuwait,KWT,Money & banking,100,100,100,,,100,100,100,50,100,0,70,81.3
2023,Western Asia,ASW,Kuwait,KWT,International trade,50,50,50,,,50,50,100,0,50,0,40,43.8
2023,Western Asia,ASW,Kuwait,KWT,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Western Asia,ASW,Kuwait,KWT,Economic & financial statistics subscore,92.9,64.3,85.7,0,0,65.4,78.6,100,21.4,57.1,0,51.4,57.4
2023,Western Asia,ASW,Kuwait,KWT,Agriculture and land use,50,50,50,0,0,30,50,100,0,50,0,40,35
2023,Western Asia,ASW,Kuwait,KWT,Resource use,100,50,50,0,,50,50,100,50,50,0,50,50
2023,Western Asia,ASW,Kuwait,KWT,Energy,0,0,0,,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Kuwait,KWT,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Kuwait,KWT,Built environment,50,50,50,0,0,30,100,100,50,50,0,60,45
2023,Western Asia,ASW,Kuwait,KWT,Environment subscore,40,30,30,0,0,23.8,40,60,20,30,0,30,27.2
2023,Western Asia,ASW,Kuwait,KWT,All Categories,62.6,48.1,55.2,6.3,0,40,57.9,80,17.1,42.4,0,39.5,39.7
2023,Western Asia,ASW,Lebanon,LBN,Population & vital statistics,100,100,50,50,50,70,100,100,50,50,0,60,65
2023,Western Asia,ASW,Lebanon,LBN,Education facilities,50,0,0,50,0,20,100,0,0,50,0,30,25
2023,Western Asia,ASW,Lebanon,LBN,Education outcomes,50,50,0,50,0,30,100,50,0,50,0,40,35
2023,Western Asia,ASW,Lebanon,LBN,Health facilities,50,0,0,50,0,20,100,0,0,50,0,30,25
2023,Western Asia,ASW,Lebanon,LBN,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Lebanon,LBN,Reproductive health,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Lebanon,LBN,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Lebanon,LBN,Gender statistics,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Lebanon,LBN,Crime & justice,50,0,0,50,0,20,100,0,0,50,0,30,25
2023,Western Asia,ASW,Lebanon,LBN,Poverty & income,100,50,0,100,0,50,0,100,50,50,0,40,45
2023,Western Asia,ASW,Lebanon,LBN,Social statistics subscore,40,20,5,35,5.6,21.4,50,25,10,30,0,23,22.2
2023,Western Asia,ASW,Lebanon,LBN,National accounts,50,50,50,0,,37.5,100,100,50,50,0,60,50
2023,Western Asia,ASW,Lebanon,LBN,Labor,100,100,0,50,0,50,100,100,50,50,0,60,55
2023,Western Asia,ASW,Lebanon,LBN,Price indexes,50,50,50,0,,37.5,100,100,50,50,0,60,50
2023,Western Asia,ASW,Lebanon,LBN,Government finance,100,100,100,0,,75,100,100,50,50,0,60,66.7
2023,Western Asia,ASW,Lebanon,LBN,Money & banking,100,100,50,,,83.3,100,100,100,50,0,70,75
2023,Western Asia,ASW,Lebanon,LBN,International trade,100,0,0,,,33.3,100,0,0,50,0,30,31.3
2023,Western Asia,ASW,Lebanon,LBN,Balance of payments,100,100,100,,,100,100,100,50,50,0,60,75
2023,Western Asia,ASW,Lebanon,LBN,Economic & financial statistics subscore,85.7,71.4,50,12.5,0,57.7,100,85.7,50,50,0,57.1,57.4
2023,Western Asia,ASW,Lebanon,LBN,Agriculture and land use,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Lebanon,LBN,Resource use,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Lebanon,LBN,Energy,50,0,0,,,16.7,100,100,50,50,0,60,43.8
2023,Western Asia,ASW,Lebanon,LBN,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Lebanon,LBN,Built environment,100,50,0,50,0,40,100,100,50,50,0,60,50
2023,Western Asia,ASW,Lebanon,LBN,Environment subscore,30,10,0,12.5,0,11.9,40,40,20,20,0,24,18.5
2023,Western Asia,ASW,Lebanon,LBN,All Categories,51.9,33.8,18.3,22,3.5,28.8,63.3,50.2,26.7,33.3,0,34.7,32
2023,Western Asia,ASW,Oman,OMN,Population & vital statistics,100,100,100,50,50,80,100,100,100,100,100,100,90
2023,Western Asia,ASW,Oman,OMN,Education facilities,50,50,50,50,0,40,100,100,100,100,100,100,70
2023,Western Asia,ASW,Oman,OMN,Education outcomes,50,50,50,0,0,30,100,100,100,100,100,100,65
2023,Western Asia,ASW,Oman,OMN,Health facilities,100,100,100,50,50,80,100,100,100,50,100,90,85
2023,Western Asia,ASW,Oman,OMN,Health outcomes,50,50,50,50,0,40,100,100,100,50,100,90,65
2023,Western Asia,ASW,Oman,OMN,Reproductive health,100,50,50,50,0,50,100,100,100,100,100,100,75
2023,Western Asia,ASW,Oman,OMN,Food security & nutrition,50,50,50,0,,37.5,100,100,100,100,100,100,72.2
2023,Western Asia,ASW,Oman,OMN,Gender statistics,50,50,50,0,0,30,100,100,50,50,100,80,55
2023,Western Asia,ASW,Oman,OMN,Crime & justice,50,50,50,50,0,40,100,100,100,100,100,100,70
2023,Western Asia,ASW,Oman,OMN,Poverty & income,100,50,50,0,0,40,100,100,100,100,100,100,70
2023,Western Asia,ASW,Oman,OMN,Social statistics subscore,70,60,60,30,11.1,46.9,100,100,95,85,100,96,71.7
2023,Western Asia,ASW,Oman,OMN,National accounts,50,50,50,0,,37.5,100,100,50,100,100,90,66.7
2023,Western Asia,ASW,Oman,OMN,Labor,100,100,100,50,0,70,100,100,100,100,100,100,85
2023,Western Asia,ASW,Oman,OMN,Price indexes,100,100,100,50,,87.5,100,100,50,100,100,90,88.9
2023,Western Asia,ASW,Oman,OMN,Government finance,100,50,100,0,,62.5,100,100,100,100,100,100,83.3
2023,Western Asia,ASW,Oman,OMN,Money & banking,100,100,100,,,100,50,100,0,50,50,50,68.8
2023,Western Asia,ASW,Oman,OMN,International trade,50,50,50,,,50,100,100,50,100,100,90,75
2023,Western Asia,ASW,Oman,OMN,Balance of payments,100,100,100,,,100,50,100,0,50,50,50,68.8
2023,Western Asia,ASW,Oman,OMN,Economic & financial statistics subscore,85.7,78.6,85.7,25,0,71.2,85.7,100,50,85.7,85.7,81.4,77
2023,Western Asia,ASW,Oman,OMN,Agriculture and land use,50,50,50,50,0,40,100,100,100,50,100,90,65
2023,Western Asia,ASW,Oman,OMN,Resource use,50,50,50,50,,50,100,100,100,100,100,100,77.8
2023,Western Asia,ASW,Oman,OMN,Energy,50,50,50,,,50,100,100,100,50,100,90,75
2023,Western Asia,ASW,Oman,OMN,Pollution,100,50,50,0,,50,100,100,100,100,100,100,77.8
2023,Western Asia,ASW,Oman,OMN,Built environment,100,50,50,50,0,50,100,100,50,50,100,80,65
2023,Western Asia,ASW,Oman,OMN,Environment subscore,70,50,50,37.5,0,47.6,100,100,90,70,100,92,71.7
2023,Western Asia,ASW,Oman,OMN,All Categories,75.2,62.9,65.2,31.3,6.9,54.2,95.2,100,78.3,80.2,95.2,89.8,73.4
2023,Western Asia,ASW,Qatar,QAT,Population & vital statistics,100,100,100,50,0,70,100,100,0,50,0,50,60
2023,Western Asia,ASW,Qatar,QAT,Education facilities,50,50,50,50,0,40,100,100,0,50,0,50,45
2023,Western Asia,ASW,Qatar,QAT,Education outcomes,50,50,50,0,0,30,100,100,0,50,0,50,40
2023,Western Asia,ASW,Qatar,QAT,Health facilities,50,50,50,0,0,30,100,100,0,50,0,50,40
2023,Western Asia,ASW,Qatar,QAT,Health outcomes,50,50,50,0,0,30,100,100,0,50,0,50,40
2023,Western Asia,ASW,Qatar,QAT,Reproductive health,100,50,50,0,0,40,50,100,50,50,0,50,45
2023,Western Asia,ASW,Qatar,QAT,Food security & nutrition,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Qatar,QAT,Gender statistics,50,50,50,0,0,30,0,100,50,50,0,40,35
2023,Western Asia,ASW,Qatar,QAT,Crime & justice,0,0,0,0,0,0,100,100,0,50,0,50,25
2023,Western Asia,ASW,Qatar,QAT,Poverty & income,100,0,0,0,0,20,0,100,50,50,0,40,30
2023,Western Asia,ASW,Qatar,QAT,Social statistics subscore,55,40,40,10,0,29.6,65,90,15,45,0,43,36.4
2023,Western Asia,ASW,Qatar,QAT,National accounts,100,100,100,0,,75,50,100,50,50,0,50,61.1
2023,Western Asia,ASW,Qatar,QAT,Labor,100,100,100,0,0,60,50,100,0,50,0,40,50
2023,Western Asia,ASW,Qatar,QAT,Price indexes,100,100,100,0,,75,50,100,0,50,0,40,55.6
2023,Western Asia,ASW,Qatar,QAT,Government finance,50,50,50,0,,37.5,100,0,0,50,0,30,33.3
2023,Western Asia,ASW,Qatar,QAT,Money & banking,100,100,100,,,100,100,50,0,50,0,40,62.5
2023,Western Asia,ASW,Qatar,QAT,International trade,100,100,100,,,100,50,100,0,50,0,40,62.5
2023,Western Asia,ASW,Qatar,QAT,Balance of payments,100,100,100,,,100,50,100,0,50,0,40,62.5
2023,Western Asia,ASW,Qatar,QAT,Economic & financial statistics subscore,92.9,92.9,92.9,0,0,75,64.3,78.6,7.1,50,0,40,54.9
2023,Western Asia,ASW,Qatar,QAT,Agriculture and land use,100,100,100,50,0,70,50,100,0,50,0,40,55
2023,Western Asia,ASW,Qatar,QAT,Resource use,50,50,50,0,,37.5,100,100,50,50,0,60,50
2023,Western Asia,ASW,Qatar,QAT,Energy,50,50,50,,,50,0,100,0,50,0,30,37.5
2023,Western Asia,ASW,Qatar,QAT,Pollution,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Qatar,QAT,Built environment,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Qatar,QAT,Environment subscore,40,40,40,12.5,0,31,30,60,10,30,0,26,28.3
2023,Western Asia,ASW,Qatar,QAT,All Categories,62.6,57.6,57.6,8.4,0,43.2,53.1,76.2,10.7,41.7,0,36.3,39.5
2023,Western Asia,ASW,Saudi Arabia,SAU,Population & vital statistics,50,50,50,50,0,40,100,100,50,50,50,70,55
2023,Western Asia,ASW,Saudi Arabia,SAU,Education facilities,50,50,50,0,0,30,50,100,50,50,50,60,45
2023,Western Asia,ASW,Saudi Arabia,SAU,Education outcomes,100,100,100,0,0,60,50,100,50,50,50,60,60
2023,Western Asia,ASW,Saudi Arabia,SAU,Health facilities,100,100,100,50,0,70,100,100,0,50,50,60,65
2023,Western Asia,ASW,Saudi Arabia,SAU,Health outcomes,50,50,50,50,0,40,100,100,50,50,50,70,55
2023,Western Asia,ASW,Saudi Arabia,SAU,Reproductive health,100,50,50,50,0,50,50,100,50,50,50,60,55
2023,Western Asia,ASW,Saudi Arabia,SAU,Food security & nutrition,100,50,50,0,,50,100,100,50,50,50,70,61.1
2023,Western Asia,ASW,Saudi Arabia,SAU,Gender statistics,50,50,50,0,0,30,100,100,50,50,50,70,50
2023,Western Asia,ASW,Saudi Arabia,SAU,Crime & justice,50,50,50,0,0,30,100,100,50,50,50,70,50
2023,Western Asia,ASW,Saudi Arabia,SAU,Poverty & income,50,50,0,0,0,20,100,100,50,50,50,70,45
2023,Western Asia,ASW,Saudi Arabia,SAU,Social statistics subscore,70,60,55,20,0,41.8,85,100,45,50,50,66,54
2023,Western Asia,ASW,Saudi Arabia,SAU,National accounts,100,100,100,0,,75,100,100,50,50,50,70,72.2
2023,Western Asia,ASW,Saudi Arabia,SAU,Labor,100,100,100,50,0,70,100,100,0,50,50,60,65
2023,Western Asia,ASW,Saudi Arabia,SAU,Price indexes,100,100,100,50,,87.5,100,100,0,50,50,60,72.2
2023,Western Asia,ASW,Saudi Arabia,SAU,Government finance,50,50,50,0,,37.5,100,100,0,50,50,60,50
2023,Western Asia,ASW,Saudi Arabia,SAU,Money & banking,50,50,50,,,50,100,100,0,50,50,60,56.3
2023,Western Asia,ASW,Saudi Arabia,SAU,International trade,50,50,50,,,50,100,100,0,50,50,60,56.3
2023,Western Asia,ASW,Saudi Arabia,SAU,Balance of payments,100,100,100,,,100,100,100,0,50,50,60,75
2023,Western Asia,ASW,Saudi Arabia,SAU,Economic & financial statistics subscore,78.6,78.6,78.6,25,0,67.3,100,100,7.1,50,50,61.4,63.9
2023,Western Asia,ASW,Saudi Arabia,SAU,Agriculture and land use,50,50,50,0,0,30,100,100,50,50,50,70,50
2023,Western Asia,ASW,Saudi Arabia,SAU,Resource use,100,100,100,0,,75,50,100,50,50,50,60,66.7
2023,Western Asia,ASW,Saudi Arabia,SAU,Energy,50,50,50,,,50,100,100,0,50,50,60,56.3
2023,Western Asia,ASW,Saudi Arabia,SAU,Pollution,50,50,50,50,,50,100,100,50,50,50,70,61.1
2023,Western Asia,ASW,Saudi Arabia,SAU,Built environment,100,100,50,50,0,60,100,100,50,50,50,70,65
2023,Western Asia,ASW,Saudi Arabia,SAU,Environment subscore,70,70,60,25,0,52.4,90,100,40,50,50,66,59.8
2023,Western Asia,ASW,Saudi Arabia,SAU,All Categories,72.9,69.5,64.5,22.9,0,52.7,91.7,100,30.7,50,50,64.5,59
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Population & vital statistics,0,0,0,0,0,0,50,50,0,50,0,30,15
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Education facilities,0,0,0,0,0,0,50,50,0,50,0,30,15
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Education outcomes,50,50,50,50,0,40,50,50,50,50,0,40,40
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Health facilities,50,50,50,50,0,40,50,50,0,50,0,30,35
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Health outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Reproductive health,0,0,0,0,0,0,0,100,50,50,0,40,20
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Food security & nutrition,50,50,0,50,,37.5,0,100,50,50,0,40,38.9
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Gender statistics,50,50,50,0,0,30,50,50,0,50,0,30,30
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Crime & justice,50,50,50,0,0,30,50,50,0,50,0,30,30
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Poverty & income,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Social statistics subscore,25,25,20,15,0,17.3,30,50,15,40,0,27,22.2
2023,Western Asia,ASW,Syrian Arab Republic,SYR,National accounts,50,50,50,0,,37.5,100,0,50,50,0,40,38.9
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Labor,100,100,100,50,0,70,50,50,0,50,0,30,50
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Price indexes,50,50,50,50,,50,0,100,0,50,0,30,38.9
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Government finance,0,0,0,0,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Money & banking,0,0,0,,,0,0,0,0,0,0,0,0
2023,Western Asia,ASW,Syrian Arab Republic,SYR,International trade,50,50,50,,,50,50,50,0,50,0,30,37.5
2023,Western Asia,ASW,Syrian Arab Republic,SYR,Balance of payments,0,0,0,,,0,0,0,0,0,0,0,0
