country,region,income,fragile_conflict,iso3c,date,SPI.INDEX.PIL1,SPI.INDEX.PIL2,SPI.INDEX.PIL3,SPI.INDEX.PIL4,SPI.INDEX.PIL5,SPI.INDEX,SPI.INDEX.quintile,SPI.INDEX.PIL1.quintile,SPI.INDEX.PIL2.quintile,SPI.INDEX.PIL3.quintile,SPI.INDEX.PIL4.quintile,SPI.INDEX.PIL5.quintile,population,iso2c,NY.GDP.PCAP.PP.KD,unit,obs_status,footnote,last_updated
Marshall Islands,East Asia & Pacific,Upper middle income,Institutional and Social Fragility,MHL,2019,20,24.1,38.71875,14.783333333333331,10,21.520416666666662,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,Bottom 20%,44007,MH,6405.07564930522,NA,NA,NA,2025-10-07
American Samoa,East Asia & Pacific,High income,Other,ASM,2019,20,NA,19.85,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,50209,AS,NA,NA,NA,NA,2025-10-07
Andorra,Europe & Central Asia,High income,Other,AND,2019,40,NA,26.7875,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,76474,AD,63215.899791913,NA,NA,NA,2025-10-07
Antigua and Barbuda,Latin America & Caribbean,High income,Other,ATG,2019,60,NA,46.44375,NA,25,NA,NA,2nd Quintile,NA,2nd Quintile,NA,2nd Quintile,91364,AG,29651.8641526705,NA,NA,NA,2025-10-07
Aruba,Latin America & Caribbean,High income,Other,ABW,2019,40,NA,17.075000000000003,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,109203,AW,38435.4266171966,NA,NA,NA,2025-10-07
Barbados,Latin America & Caribbean,High income,Other,BRB,2019,60,NA,50.837500000000006,NA,30,NA,NA,2nd Quintile,NA,2nd Quintile,NA,2nd Quintile,281207,BB,18572.509535997,NA,NA,NA,2025-10-07
Bermuda,North America,High income,Other,BMU,2019,40,NA,16.731250000000003,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,64107,BM,95519.9206861686,NA,NA,NA,2025-10-07
British Virgin Islands,Latin America & Caribbean,High income,Other,VGB,2019,40,NA,18.16875,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,36395,VG,NA,NA,NA,NA,2025-10-07
Brunei Darussalam,East Asia & Pacific,High income,Other,BRN,2019,80,NA,40.71875,NA,45,NA,NA,3rd Quintile,NA,Bottom 20%,NA,3rd Quintile,442680,BN,80228.159656274,NA,NA,NA,2025-10-07
Cayman Islands,Latin America & Caribbean,High income,Other,CYM,2019,50,NA,17.10625,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,67327,KY,77440.552064534,NA,NA,NA,2025-10-07
Central African Republic,Sub-Saharan Africa,Low income,Conflict,CAF,2019,50,NA,49.2,NA,20,NA,NA,Bottom 20%,NA,2nd Quintile,NA,Bottom 20%,4944703,CF,1145.09563657752,NA,NA,NA,2025-10-07
Channel Islands,Europe & Central Asia,High income,Other,CHI,2019,40,NA,NA,NA,NA,NA,NA,Bottom 20%,NA,NA,NA,NA,165639,JG,NA,NA,NA,NA,2025-10-07
Comoros,Sub-Saharan Africa,Lower middle income,Institutional and Social Fragility,COM,2019,80,NA,52.65625000000001,NA,30,NA,NA,3rd Quintile,NA,2nd Quintile,NA,2nd Quintile,786578,KM,3357.89791389936,NA,NA,NA,2025-10-07
Cuba,Latin America & Caribbean,Upper middle income,Other,CUB,2019,40,NA,46.87500000000001,NA,NA,NA,NA,Bottom 20%,NA,2nd Quintile,NA,NA,11202846,CU,NA,NA,NA,NA,2025-10-07
Curacao,Latin America & Caribbean,High income,Other,CUW,2019,60,NA,18.512500000000003,NA,NA,NA,NA,2nd Quintile,NA,Bottom 20%,NA,NA,157441,CW,28659.6557023252,NA,NA,NA,2025-10-07
Dominica,Latin America & Caribbean,Upper middle income,Other,DMA,2019,50,NA,39.90625000000001,NA,35,NA,NA,Bottom 20%,NA,Bottom 20%,NA,3rd Quintile,67880,DM,17619.4335416769,NA,NA,NA,2025-10-07
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Other,GNQ,2019,10,NA,44.88125,NA,25,NA,NA,Bottom 20%,NA,2nd Quintile,NA,2nd Quintile,1670177,GQ,18446.5916579681,NA,NA,NA,2025-10-07
Eritrea,Sub-Saharan Africa,Low income,Institutional and Social Fragility,ERI,2019,16.6,NA,37.9125,NA,10,NA,NA,Bottom 20%,NA,Bottom 20%,NA,Bottom 20%,3240194,ER,NA,NA,NA,NA,2025-10-07
Faroe Islands,Europe & Central Asia,High income,Other,FRO,2019,40,NA,11.39375,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,51793,FO,67210.427723407,NA,NA,NA,2025-10-07
French Polynesia,East Asia & Pacific,High income,Other,PYF,2019,40,NA,14.1125,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,279034,PF,NA,NA,NA,NA,2025-10-07
Gibraltar,Europe & Central Asia,High income,Other,GIB,2019,40,NA,12.943749999999998,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,35494,GI,NA,NA,NA,NA,2025-10-07
Greenland,Europe & Central Asia,High income,Other,GRL,2019,50,NA,12.5375,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,56225,GL,68534.9419039133,NA,NA,NA,2025-10-07
Grenada,Latin America & Caribbean,Upper middle income,Other,GRD,2019,60,NA,43.1,NA,25,NA,NA,2nd Quintile,NA,2nd Quintile,NA,2nd Quintile,115981,GD,17047.3549261258,NA,NA,NA,2025-10-07
Guam,East Asia & Pacific,High income,Other,GUM,2019,40,NA,15.34375,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,161808,GU,NA,NA,NA,NA,2025-10-07
"Hong Kong SAR, China",East Asia & Pacific,High income,Other,HKG,2019,40,NA,28.737499999999994,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,7507900,HK,65388.3308744836,NA,NA,NA,2025-10-07
Isle of Man,Europe & Central Asia,High income,Other,IMN,2019,50,NA,10.88125,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,83957,IM,NA,NA,NA,NA,2025-10-07
"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Other,PRK,2019,10,NA,43.09375,NA,NA,NA,NA,Bottom 20%,NA,2nd Quintile,NA,NA,26037632,KP,NA,NA,NA,NA,2025-10-07
Kosovo,Europe & Central Asia,Upper middle income,Institutional and Social Fragility,XKX,2019,60,65.99999999999999,NA,45.24166666666667,60,NA,NA,2nd Quintile,3rd Quintile,NA,2nd Quintile,4th Quintile,1788891,XK,11774.1178510908,NA,NA,NA,2025-10-07
Liechtenstein,Europe & Central Asia,High income,Other,LIE,2019,50,NA,24.16249999999999,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,38563,LI,NA,NA,NA,NA,2025-10-07
"Macao SAR, China",East Asia & Pacific,High income,Other,MAC,2019,40,NA,23.925,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,672000,MO,133549.152178595,NA,NA,NA,2025-10-07
Monaco,Europe & Central Asia,High income,Other,MCO,2019,50,NA,27.387500000000003,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,38109,MC,NA,NA,NA,NA,2025-10-07
Nauru,East Asia & Pacific,High income,Other,NRU,2019,40,NA,34.91875000000001,NA,5,NA,NA,Bottom 20%,NA,Bottom 20%,NA,Bottom 20%,11587,NR,11273.1407790468,NA,NA,NA,2025-10-07
New Caledonia,East Asia & Pacific,High income,Other,NCL,2019,60,NA,16.025,NA,NA,NA,NA,2nd Quintile,NA,Bottom 20%,NA,NA,283606,NC,NA,NA,NA,NA,2025-10-07
Northern Mariana Islands,East Asia & Pacific,High income,Other,MNP,2019,40,NA,11.281250000000002,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,48129,MP,NA,NA,NA,NA,2025-10-07
Palau,East Asia & Pacific,High income,Other,PLW,2019,70,NA,34.087500000000006,NA,40,NA,NA,2nd Quintile,NA,Bottom 20%,NA,3rd Quintile,17798,PW,19312.7905523834,NA,NA,NA,2025-10-07
Puerto Rico (US),Latin America & Caribbean,High income,Other,PRI,2019,60,NA,22.225,NA,NA,NA,NA,2nd Quintile,NA,Bottom 20%,NA,NA,3302691,PR,41656.3291581369,NA,NA,NA,2025-10-07
San Marino,Europe & Central Asia,High income,Other,SMR,2019,50,NA,21.61875,NA,50,NA,NA,Bottom 20%,NA,Bottom 20%,NA,3rd Quintile,34663,SM,60171.0471344217,NA,NA,NA,2025-10-07
Sint Maarten (Dutch part),Latin America & Caribbean,High income,Other,SXM,2019,30,NA,9.825,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,40385,SX,45996.7912346922,NA,NA,NA,2025-10-07
St. Kitts and Nevis,Latin America & Caribbean,High income,Other,KNA,2019,40,NA,28.4,NA,25,NA,NA,Bottom 20%,NA,Bottom 20%,NA,2nd Quintile,46952,KN,31512.1943105684,NA,NA,NA,2025-10-07
St. Martin (French part),Latin America & Caribbean,High income,Other,MAF,2019,40,NA,7.05625,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,34267,MF,NA,NA,NA,NA,2025-10-07
Tonga,East Asia & Pacific,Upper middle income,Other,TON,2019,90,NA,45.1125,NA,35,NA,NA,Top Quintile,NA,2nd Quintile,NA,3rd Quintile,105669,TO,6875.02538396695,NA,NA,NA,2025-10-07
Turks and Caicos Islands,Latin America & Caribbean,High income,Other,TCA,2019,50,NA,12.8,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,43166,TC,30611.2130237381,NA,NA,NA,2025-10-07
Tuvalu,East Asia & Pacific,Upper middle income,Institutional and Social Fragility,TUV,2019,50,NA,36.60625,NA,5,NA,NA,Bottom 20%,NA,Bottom 20%,NA,Bottom 20%,10581,TV,5292.03025969421,NA,NA,NA,2025-10-07
Virgin Islands (U.S.),Latin America & Caribbean,High income,Other,VIR,2019,40,NA,9.9,NA,NA,NA,NA,Bottom 20%,NA,Bottom 20%,NA,NA,106669,VI,45632.6364715693,NA,NA,NA,2025-10-07
Norway,Europe & Central Asia,High income,Other,NOR,2018,100,92.23333333333332,77.9125,80.66666666666666,100,90.1625,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,5311916,NO,87338.4708008985,NA,NA,NA,2025-10-07
Denmark,Europe & Central Asia,High income,Other,DNK,2018,100,98.7,69.13125,75.99166666666667,100,88.76458333333332,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,5793636,DK,65694.7591327282,NA,NA,NA,2025-10-07
Finland,Europe & Central Asia,High income,Other,FIN,2018,100,94.93333333333332,76.43749999999999,72.36666666666667,100,88.7475,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,5515525,FI,56226.337241343,NA,NA,NA,2025-10-07
Sweden,Europe & Central Asia,High income,Other,SWE,2018,100,94.86666666666666,76.22500000000001,72.51666666666668,100,88.72166666666668,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,10175214,SE,60318.460717919,NA,NA,NA,2025-10-07
Slovenia,Europe & Central Asia,High income,Other,SVN,2018,100,96.93333333333332,76.67500000000001,68.09166666666667,100,88.34,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,2073894,SI,43371.9809596182,NA,NA,NA,2025-10-07
Poland,Europe & Central Asia,High income,Other,POL,2018,100,95.09999999999998,72.98125,78.06666666666666,95,88.22958333333332,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,37974750,PL,36500.4114282584,NA,NA,NA,2025-10-07
Italy,Europe & Central Asia,High income,Other,ITA,2018,100,91.86666666666665,76.88125,72.19166666666665,100,88.18791666666665,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,60148658,IT,49133.143527174,NA,NA,NA,2025-10-07
Austria,Europe & Central Asia,High income,Other,AUT,2018,100,91.3,76.475,71.41666666666666,100,87.83833333333335,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,8840521,AT,63855.7816802723,NA,NA,NA,2025-10-07
Spain,Europe & Central Asia,High income,Other,ESP,2018,100,90.86666666666665,75.49375,76.21666666666667,95,87.51541666666667,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,46782011,ES,46325.2099441141,NA,NA,NA,2025-10-07
Germany,Europe & Central Asia,High income,Other,DEU,2018,100,96.46666666666664,70.82499999999999,74.91666666666667,95,87.44166666666669,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,82905782,DE,62495.4989453146,NA,NA,NA,2025-10-07
United States,North America,High income,Other,USA,2018,100,94,63.08124999999999,79.16666666666666,100,87.24958333333332,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,328529577,US,67719.7656402495,NA,NA,NA,2025-10-07
Japan,East Asia & Pacific,High income,Other,JPN,2018,100,90.53333333333332,72.9625,76.66666666666667,95,87.0325,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,126811000,JP,44848.4899421798,NA,NA,NA,2025-10-07
Czechia,Europe & Central Asia,High income,Other,CZE,2018,100,90.1,75.3625,73.96666666666665,95,86.88583333333335,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,10629928,CZ,46301.082036029,NA,NA,NA,2025-10-07
Estonia,Europe & Central Asia,High income,Other,EST,2018,100,93.93333333333332,70.9,68.94166666666666,100,86.75500000000001,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,1321977,EE,41273.1995505254,NA,NA,NA,2025-10-07
Canada,North America,High income,Other,CAN,2018,100,93.2,60.53750000000001,84.11666666666666,95,86.57083333333333,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,37072620,CA,57337.4909099991,NA,NA,NA,2025-10-07
France,Europe & Central Asia,High income,Other,FRA,2018,100,90.8,75.59375,66.06666666666666,100,86.49208333333334,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,67158348,FR,52560.9536243841,NA,NA,NA,2025-10-07
Mexico,Latin America & Caribbean,Upper middle income,Other,MEX,2018,100,92.93333333333332,90.625,73.6,75,86.43166666666667,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,124573711,MX,21997.7730148117,NA,NA,NA,2025-10-07
Ireland,Europe & Central Asia,High income,Other,IRL,2018,100,94.73333333333332,75.4125,66.34166666666667,95,86.2975,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,4898022,IE,93214.3353844572,NA,NA,NA,2025-10-07
Switzerland,Europe & Central Asia,High income,Other,CHE,2018,100,87.66666666666667,78.5875,75.04166666666667,90,86.25916666666667,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,Top Quintile,8514329,CH,79261.3563641288,NA,NA,NA,2025-10-07
Portugal,Europe & Central Asia,High income,Other,PRT,2018,100,90.76666666666668,71.2375,67.79166666666667,100,85.95916666666668,Top Quintile,Top Quintile,Top Quintile,4th Quintile,4th Quintile,Top Quintile,10283822,PT,39123.6147595275,NA,NA,NA,2025-10-07
Slovak Republic,Europe & Central Asia,High income,Other,SVK,2018,90,94.93333333333332,70.55624999999999,71.44166666666666,100,85.38624999999999,Top Quintile,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,5446771,SK,36415.7207156685,NA,NA,NA,2025-10-07
Lithuania,Europe & Central Asia,High income,Other,LTU,2018,100,91.83333333333331,63.493750000000006,70.21666666666667,100,85.10875,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,2819200,LT,41019.7901632878,NA,NA,NA,2025-10-07
"Korea, Rep.",East Asia & Pacific,High income,Other,KOR,2018,100,93.4,76.60625,74.06666666666666,80,84.81458333333333,Top Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,4th Quintile,51585058,KR,45890.4304094143,NA,NA,NA,2025-10-07
Hungary,Europe & Central Asia,High income,Other,HUN,2018,100,86.86666666666667,69.69999999999999,66.61666666666666,100,84.63666666666667,Top Quintile,Top Quintile,4th Quintile,4th Quintile,4th Quintile,Top Quintile,9706964,HU,35798.0412754022,NA,NA,NA,2025-10-07
Greece,Europe & Central Asia,High income,Other,GRC,2018,100,87.5,70.61874999999999,69.11666666666667,95,84.44708333333332,Top Quintile,Top Quintile,4th Quintile,4th Quintile,Top Quintile,Top Quintile,10732882,GR,32722.3310444029,NA,NA,NA,2025-10-07
Australia,East Asia & Pacific,High income,Other,AUS,2018,80,92.66666666666666,74.6875,74.46666666666665,100,84.36416666666669,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,Top Quintile,Top Quintile,24963258,AU,57450.3810363952,NA,NA,NA,2025-10-07
Netherlands,Europe & Central Asia,High income,Other,NLD,2018,80,98.5,71.13125,71.46666666666667,100,84.21958333333333,Top Quintile,3rd Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,17231624,NL,66758.2640145753,NA,NA,NA,2025-10-07
Latvia,Europe & Central Asia,High income,Other,LVA,2018,100,89.16666666666666,62.78750000000001,66.39166666666667,100,83.66916666666668,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,4th Quintile,Top Quintile,1927174,LV,34729.7062763057,NA,NA,NA,2025-10-07
New Zealand,East Asia & Pacific,High income,Other,NZL,2018,100,91.63333333333333,71.5,64.36666666666667,90,83.50000000000001,Top Quintile,Top Quintile,Top Quintile,4th Quintile,4th Quintile,Top Quintile,4900600,NZ,46947.937247914,NA,NA,NA,2025-10-07
Costa Rica,Latin America & Caribbean,High income,Other,CRI,2018,100,86.46666666666667,75.5125,69.81666666666668,85,83.35916666666667,Top Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,Top Quintile,4957818,CR,23005.3121471934,NA,NA,NA,2025-10-07
United Kingdom,Europe & Central Asia,High income,Other,GBR,2018,100,86.79999999999998,74.78125000000001,64.36666666666667,90,83.18958333333335,Top Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,Top Quintile,66289000,GB,52071.2696607082,NA,NA,NA,2025-10-07
Armenia,Europe & Central Asia,Upper middle income,Other,ARM,2018,100,84.96666666666665,82.04375,63.29166666666666,85,83.06041666666667,Top Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,Top Quintile,2969000,AM,15037.0452420712,NA,NA,NA,2025-10-07
Bulgaria,Europe & Central Asia,High income,Other,BGR,2018,100,90.1,62.4,69.19166666666666,90,82.33833333333334,Top Quintile,Top Quintile,Top Quintile,3rd Quintile,Top Quintile,Top Quintile,6710798,BG,27741.0970922285,NA,NA,NA,2025-10-07
Belgium,Europe & Central Asia,High income,Other,BEL,2018,100,83.93333333333332,64.1375,67.86666666666667,95,82.18750000000001,Top Quintile,Top Quintile,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,11427054,BE,59383.8773280488,NA,NA,NA,2025-10-07
Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,Other,ISR,2018,100,85.73333333333333,59.55,68.16666666666666,95,81.69,Top Quintile,Top Quintile,4th Quintile,3rd Quintile,Top Quintile,Top Quintile,8882800,IL,43814.2949977965,NA,NA,NA,2025-10-07
Chile,Latin America & Caribbean,High income,Other,CHL,2018,100,76.96666666666665,81.03125,59.525000000000006,85,80.50458333333333,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,Top Quintile,18893191,CL,28492.6611456515,NA,NA,NA,2025-10-07
Cyprus,Europe & Central Asia,High income,Other,CYP,2018,100,92.26666666666664,54.662499999999994,67.49166666666667,85,79.88416666666667,4th Quintile,Top Quintile,Top Quintile,2nd Quintile,4th Quintile,Top Quintile,1270737,CY,44230.453125,NA,NA,NA,2025-10-07
Kazakhstan,Europe & Central Asia,Upper middle income,Other,KAZ,2018,100,82.13333333333333,80.175,64.05000000000001,70,79.27166666666668,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,4th Quintile,18932727,KZ,32330.2274546567,NA,NA,NA,2025-10-07
Luxembourg,Europe & Central Asia,High income,Other,LUX,2018,80,90.43333333333332,63.94374999999999,59.94166666666666,100,78.86374999999998,4th Quintile,3rd Quintile,Top Quintile,3rd Quintile,4th Quintile,Top Quintile,607950,LU,131733.8846493,NA,NA,NA,2025-10-07
Georgia,Europe & Central Asia,Upper middle income,Other,GEO,2018,100,86.46666666666667,73.98125,68.46666666666667,65,78.78291666666667,4th Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,4th Quintile,3726549,GE,17228.6790847503,NA,NA,NA,2025-10-07
Albania,Europe & Central Asia,Upper middle income,Other,ALB,2018,100,69.76666666666667,73.77499999999999,64.44166666666666,85,78.59666666666666,4th Quintile,Top Quintile,3rd Quintile,Top Quintile,4th Quintile,Top Quintile,2866376,AL,14711.8285221176,NA,NA,NA,2025-10-07
Kyrgyz Republic,Europe & Central Asia,Lower middle income,Other,KGZ,2018,100,81.46666666666667,74.58125,65.57499999999999,70,78.32458333333334,4th Quintile,Top Quintile,4th Quintile,Top Quintile,4th Quintile,4th Quintile,6444079,KG,5951.82876758606,NA,NA,NA,2025-10-07
Iceland,Europe & Central Asia,High income,Other,ISL,2018,80,87.79999999999998,61.10624999999998,62.56666666666667,100,78.29458333333332,4th Quintile,3rd Quintile,4th Quintile,3rd Quintile,4th Quintile,Top Quintile,352721,IS,65354.2615670932,NA,NA,NA,2025-10-07
Romania,Europe & Central Asia,High income,Other,ROU,2018,100,87.16666666666666,56.68749999999999,71.99166666666666,75,78.16916666666667,4th Quintile,Top Quintile,4th Quintile,3rd Quintile,Top Quintile,4th Quintile,19473970,RO,35067.1966594792,NA,NA,NA,2025-10-07
Turkiye,Europe & Central Asia,Upper middle income,Other,TUR,2018,60,83.99999999999999,88.675,62.275000000000006,95,77.99000000000001,4th Quintile,2nd Quintile,4th Quintile,Top Quintile,4th Quintile,Top Quintile,81407204,TR,28305.4612484943,NA,NA,NA,2025-10-07
Singapore,East Asia & Pacific,High income,Other,SGP,2018,100,100,42.974999999999994,71.68333333333334,75,77.93166666666667,4th Quintile,Top Quintile,Top Quintile,Bottom 20%,Top Quintile,4th Quintile,5638676,SG,119927.769127927,NA,NA,NA,2025-10-07
Brazil,Latin America & Caribbean,Upper middle income,Other,BRA,2018,90,83.3,76.57499999999999,73.19166666666666,65,77.61333333333333,4th Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,4th Quintile,206107261,BR,17917.7492123359,NA,NA,NA,2025-10-07
Mongolia,East Asia & Pacific,Upper middle income,Other,MNG,2018,100,80,78.36874999999999,68.94166666666666,60,77.46208333333334,4th Quintile,Top Quintile,4th Quintile,Top Quintile,Top Quintile,4th Quintile,3208189,MN,15230.2408828847,NA,NA,NA,2025-10-07
Belarus,Europe & Central Asia,Upper middle income,Other,BLR,2018,100,79.23333333333333,66.19374999999998,58.50833333333334,80,76.78708333333334,4th Quintile,Top Quintile,4th Quintile,4th Quintile,3rd Quintile,4th Quintile,9438785,BY,26363.4629821253,NA,NA,NA,2025-10-07
Thailand,East Asia & Pacific,Upper middle income,Other,THA,2018,100,76.46666666666665,77.45,59.54999999999999,70,76.69333333333334,4th Quintile,Top Quintile,3rd Quintile,Top Quintile,4th Quintile,4th Quintile,71376079,TH,20879.9027821449,NA,NA,NA,2025-10-07
Moldova,Europe & Central Asia,Upper middle income,Other,MDA,2018,100,94.23333333333332,55.05625,63.81666666666666,70,76.62125,4th Quintile,Top Quintile,Top Quintile,3rd Quintile,4th Quintile,4th Quintile,2707203,MD,13895.5043655692,NA,NA,NA,2025-10-07
